Date,Rt_low,Rt_avg,Rt_up,population,version
2021-09-02,0.92,0.96,1,testpos,1
2021-09-03,0.93,0.97,1,testpos,1
2021-09-04,0.92,0.96,1,testpos,1
2021-09-05,0.89,0.93,0.97,testpos,1
2021-09-06,0.87,0.91,0.94,testpos,1
2021-09-07,0.85,0.89,0.93,testpos,1
2021-09-08,0.85,0.89,0.93,testpos,1
2021-09-09,0.86,0.9,0.94,testpos,1
2021-09-10,0.88,0.92,0.96,testpos,1
2021-09-11,0.88,0.93,0.97,testpos,1
2021-09-12,0.87,0.92,0.96,testpos,1
2021-09-13,0.86,0.9,0.94,testpos,1
2021-09-14,0.85,0.89,0.93,testpos,1
2021-09-15,0.86,0.9,0.94,testpos,1
2021-09-16,0.88,0.92,0.97,testpos,1
2021-09-17,0.91,0.95,1,testpos,1
2021-09-18,0.92,0.97,1.02,testpos,1
2021-09-19,0.92,0.97,1.02,testpos,1
2021-09-20,0.92,0.96,1.01,testpos,1
2021-09-21,0.92,0.97,1.02,testpos,1
2021-09-22,0.94,0.99,1.04,testpos,1
2021-09-23,0.98,1.03,1.08,testpos,1
2021-09-24,1.02,1.07,1.12,testpos,1
2021-09-25,1.05,1.1,1.15,testpos,1
2021-09-26,1.06,1.11,1.17,testpos,1
2021-09-27,1.08,1.13,1.17,testpos,1
2021-09-28,1.1,1.15,1.2,testpos,1
2021-09-29,1.15,1.2,1.25,testpos,1
2021-09-30,1.2,1.25,1.3,testpos,1
2021-10-01,1.23,1.28,1.33,testpos,1
2021-10-02,1.23,1.28,1.33,testpos,1
2021-10-03,1.2,1.24,1.29,testpos,1
2021-10-04,1.16,1.2,1.25,testpos,1
2021-10-05,1.16,1.2,1.24,testpos,1
2021-10-06,1.18,1.22,1.26,testpos,1
2021-10-07,1.21,1.25,1.3,testpos,1
2021-10-08,1.23,1.27,1.32,testpos,1
2021-10-09,1.22,1.27,1.31,testpos,1
2021-10-10,1.19,1.23,1.27,testpos,1
2021-10-11,1.16,1.2,1.23,testpos,1
2021-10-12,1.16,1.19,1.23,testpos,1
2021-10-13,1.19,1.22,1.26,testpos,1
2021-10-14,1.23,1.26,1.3,testpos,1
2021-10-15,1.27,1.3,1.34,testpos,1
2021-10-16,1.28,1.31,1.35,testpos,1
2021-10-17,1.24,1.27,1.3,testpos,1
2021-10-18,1.18,1.21,1.24,testpos,1
2021-10-19,1.14,1.17,1.19,testpos,1
2021-10-20,1.13,1.16,1.19,testpos,1
2021-10-21,1.15,1.18,1.21,testpos,1
2021-10-22,1.18,1.21,1.24,testpos,1
2021-10-23,1.2,1.22,1.25,testpos,1
2021-10-24,1.18,1.21,1.24,testpos,1
2021-10-25,1.16,1.19,1.21,testpos,1
2021-10-26,1.15,1.17,1.2,testpos,1
2021-10-27,1.16,1.18,1.21,testpos,1
2021-10-28,1.19,1.22,1.24,testpos,1
2021-10-29,1.23,1.25,1.27,testpos,1
2021-10-30,1.24,1.26,1.29,testpos,1
2021-10-31,1.22,1.24,1.27,testpos,1
2021-11-01,1.2,1.22,1.24,testpos,1
2021-11-02,1.2,1.22,1.24,testpos,1
2021-11-03,1.22,1.24,1.26,testpos,1
2021-11-04,1.25,1.27,1.29,testpos,1
2021-11-05,1.27,1.29,1.31,testpos,1
2021-11-06,1.26,1.28,1.3,testpos,1
2021-11-07,1.23,1.25,1.27,testpos,1
2021-11-08,1.2,1.22,1.24,testpos,1
2021-11-09,1.18,1.2,1.21,testpos,1
2021-11-10,1.18,1.19,1.21,testpos,1
2021-11-11,1.17,1.19,1.21,testpos,1
2021-11-12,1.16,1.18,1.19,testpos,1
2021-11-13,1.13,1.15,1.16,testpos,1
2021-11-14,1.09,1.1,1.11,testpos,1
2021-11-15,1.04,1.05,1.07,testpos,1
2021-11-16,1.01,1.02,1.04,testpos,1
2021-11-17,0.99,1,1.02,testpos,1
2021-11-18,0.98,0.99,1,testpos,1
2021-11-19,0.97,0.98,1,testpos,1
2021-11-20,0.96,0.97,0.99,testpos,1
2021-11-21,0.95,0.96,0.97,testpos,1
2021-11-22,0.94,0.95,0.96,testpos,1
2021-11-23,0.94,0.95,0.96,testpos,1
2021-11-24,0.94,0.96,0.97,testpos,1
2021-11-25,0.95,0.97,0.98,testpos,1
2021-11-26,0.96,0.97,0.99,testpos,1
2021-11-27,0.95,0.97,0.98,testpos,1
2021-11-28,0.93,0.94,0.96,testpos,1
2021-11-29,0.91,0.92,0.93,testpos,1
2021-11-30,0.89,0.9,0.91,testpos,1
2021-12-01,0.88,0.89,0.91,testpos,1
2021-12-02,0.88,0.89,0.91,testpos,1
2021-12-03,0.88,0.9,0.91,testpos,1
2021-12-04,0.88,0.9,0.91,testpos,1
2021-12-05,0.87,0.88,0.9,testpos,1
2021-12-06,0.86,0.87,0.88,testpos,1
2021-12-07,0.85,0.87,0.88,testpos,1
2021-12-08,0.86,0.88,0.89,testpos,1
2021-12-09,0.88,0.9,0.91,testpos,1
2021-12-10,0.91,0.92,0.94,testpos,1
2021-12-11,0.91,0.93,0.95,testpos,1
2021-12-12,0.9,0.92,0.93,testpos,1
2021-12-13,0.89,0.9,0.92,testpos,1
2021-12-14,0.89,0.9,0.92,testpos,1
2021-12-15,0.9,0.92,0.94,testpos,1
2021-12-16,0.93,0.95,0.97,testpos,1
2021-12-17,0.96,0.98,1,testpos,1
2021-12-18,0.98,1,1.02,testpos,1
2021-12-19,0.99,1.01,1.03,testpos,1
2021-12-20,1,1.02,1.03,testpos,1
2021-12-21,1.03,,1.06,testpos,1
2021-12-22,1.07,,1.1,testpos,1
2021-12-23,1.11,,1.15,testpos,1
2021-12-24,1.13,,1.17,testpos,1
2021-12-25,1.11,,1.15,testpos,1
2021-12-26,1.04,,1.07,testpos,1
2021-12-27,0.92,,0.95,testpos,1
2021-12-28,0.81,,0.84,testpos,1
2021-12-29,0.72,,0.76,testpos,1
2021-12-30,0.65,,0.7,testpos,1
2021-12-31,0.62,,0.68,testpos,1
2022-01-01,0.6,,0.68,testpos,1
2022-01-02,0.59,,0.7,testpos,1
2022-01-03,0.59,,0.7,testpos,1
